id,title,category,text,source,source_type,date
1729,SEBI Regulation 1729,Insider Trading,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 4 days.",SEBI,synthetic,2024-10-22
1730,SEBI Regulation 1730,KYC Norms,SEBI mandates that all portfolio managers must comply with transaction monitoring. Failure may result in penalties up to Rs. 34 crores.,SEBI,synthetic,2020-01-01
1731,SEBI Regulation 1731,KYC Norms,Non-compliance with risk assessment reports by listed companies may attract penalties and legal action.,SEBI,synthetic,2022-07-28
1732,SEBI Regulation 1732,Mutual Funds,"Under SEBI guidelines, market intermediaries are required to disclose transaction monitoring within 3 days.",SEBI,synthetic,2021-09-09
1733,SEBI Regulation 1733,Compliance Reporting,"Under SEBI guidelines, listed companies are required to disclose insider trading restrictions within 10 days.",SEBI,synthetic,2021-08-25
1734,SEBI Regulation 1734,Insider Trading,SEBI mandates that all stock brokers must comply with insider trading restrictions. Failure may result in penalties up to Rs. 38 crores.,SEBI,synthetic,2024-11-23
1735,SEBI Regulation 1735,IPO Regulations,Non-compliance with KYC documentation by stock brokers may attract penalties and legal action.,SEBI,synthetic,2020-02-07
1736,SEBI Regulation 1736,Corporate Governance,Non-compliance with audit records by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-09-01
1737,SEBI Regulation 1737,Risk Management,"Under SEBI guidelines, portfolio managers are required to disclose KYC documentation within 2 days.",SEBI,synthetic,2024-10-13
1738,SEBI Regulation 1738,Compliance Reporting,"As per SEBI circular, listed companies must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2021-02-08
1739,SEBI Regulation 1739,Corporate Governance,The regulation states that market intermediaries should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-11-09
1740,SEBI Regulation 1740,Risk Management,The regulation states that market intermediaries should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2020-07-11
1741,SEBI Regulation 1741,Insider Trading,"As per SEBI circular, designated persons must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2023-07-20
1742,SEBI Regulation 1742,Stock Brokers,Non-compliance with insider trading restrictions by portfolio managers may attract penalties and legal action.,SEBI,synthetic,2021-05-10
1743,SEBI Regulation 1743,Mutual Funds,The regulation states that market intermediaries should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2023-09-26
1744,SEBI Regulation 1744,Risk Management,Non-compliance with audit records by market intermediaries may attract penalties and legal action.,SEBI,synthetic,2020-04-25
1745,SEBI Regulation 1745,Insider Trading,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 7 days.",SEBI,synthetic,2024-06-30
1746,SEBI Regulation 1746,Stock Brokers,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2023-03-02
1747,SEBI Regulation 1747,IPO Regulations,SEBI mandates that all market intermediaries must comply with transaction monitoring. Failure may result in penalties up to Rs. 15 crores.,SEBI,synthetic,2024-01-30
1748,SEBI Regulation 1748,Risk Management,The regulation states that mutual fund houses should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2022-07-01
1749,SEBI Regulation 1749,IPO Regulations,"Under SEBI guidelines, market intermediaries are required to disclose audit records within 9 days.",SEBI,synthetic,2023-08-27
1750,SEBI Regulation 1750,Mutual Funds,"As per SEBI circular, listed companies must ensure financial disclosures to avoid violations.",SEBI,synthetic,2022-01-27
1751,SEBI Regulation 1751,KYC Norms,The regulation states that mutual fund houses should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2022-01-29
1752,SEBI Regulation 1752,Risk Management,SEBI mandates that all listed companies must comply with financial disclosures. Failure may result in penalties up to Rs. 40 crores.,SEBI,synthetic,2020-10-20
1753,SEBI Regulation 1753,Compliance Reporting,The regulation states that stock brokers should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2022-12-08
1754,SEBI Regulation 1754,Insider Trading,Non-compliance with financial disclosures by listed companies may attract penalties and legal action.,SEBI,synthetic,2020-05-26
1755,SEBI Regulation 1755,Stock Brokers,The regulation states that mutual fund houses should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-01-24
1756,SEBI Regulation 1756,KYC Norms,The regulation states that listed companies should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2021-04-24
1757,SEBI Regulation 1757,Compliance Reporting,"Under SEBI guidelines, listed companies are required to disclose KYC documentation within 3 days.",SEBI,synthetic,2021-05-23
1758,SEBI Regulation 1758,Insider Trading,The regulation states that market intermediaries should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-05-28
1759,SEBI Regulation 1759,IPO Regulations,The regulation states that mutual fund houses should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2023-12-06
1760,SEBI Regulation 1760,Risk Management,Non-compliance with KYC documentation by designated persons may attract penalties and legal action.,SEBI,synthetic,2021-03-16
1761,SEBI Regulation 1761,KYC Norms,SEBI mandates that all market intermediaries must comply with insider trading restrictions. Failure may result in penalties up to Rs. 36 crores.,SEBI,synthetic,2022-01-23
1762,SEBI Regulation 1762,Compliance Reporting,The regulation states that designated persons should maintain risk assessment reports for transparency and compliance.,SEBI,synthetic,2024-08-07
1763,SEBI Regulation 1763,Mutual Funds,"Under SEBI guidelines, listed companies are required to disclose audit records within 2 days.",SEBI,synthetic,2021-07-19
1764,SEBI Regulation 1764,IPO Regulations,The regulation states that listed companies should maintain insider trading restrictions for transparency and compliance.,SEBI,synthetic,2024-03-24
1765,SEBI Regulation 1765,IPO Regulations,"Under SEBI guidelines, mutual fund houses are required to disclose audit records within 4 days.",SEBI,synthetic,2023-11-17
1766,SEBI Regulation 1766,Compliance Reporting,"As per SEBI circular, designated persons must ensure audit records to avoid violations.",SEBI,synthetic,2021-02-20
1767,SEBI Regulation 1767,Mutual Funds,"Under SEBI guidelines, portfolio managers are required to disclose audit records within 4 days.",SEBI,synthetic,2020-05-26
1768,SEBI Regulation 1768,Mutual Funds,"As per SEBI circular, market intermediaries must ensure financial disclosures to avoid violations.",SEBI,synthetic,2023-07-29
1769,SEBI Regulation 1769,Insider Trading,"As per SEBI circular, market intermediaries must ensure transaction monitoring to avoid violations.",SEBI,synthetic,2020-11-12
1770,SEBI Regulation 1770,IPO Regulations,"Under SEBI guidelines, stock brokers are required to disclose insider trading restrictions within 2 days.",SEBI,synthetic,2020-08-10
1771,SEBI Regulation 1771,IPO Regulations,SEBI mandates that all portfolio managers must comply with risk assessment reports. Failure may result in penalties up to Rs. 39 crores.,SEBI,synthetic,2021-12-13
1772,SEBI Regulation 1772,Insider Trading,The regulation states that market intermediaries should maintain audit records for transparency and compliance.,SEBI,synthetic,2020-06-10
1773,SEBI Regulation 1773,Insider Trading,"As per SEBI circular, portfolio managers must ensure risk assessment reports to avoid violations.",SEBI,synthetic,2022-08-26
1774,SEBI Regulation 1774,Risk Management,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 47 crores.,SEBI,synthetic,2021-09-25
1775,SEBI Regulation 1775,Mutual Funds,SEBI mandates that all mutual fund houses must comply with risk assessment reports. Failure may result in penalties up to Rs. 47 crores.,SEBI,synthetic,2020-10-18
1776,SEBI Regulation 1776,Compliance Reporting,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 27 crores.,SEBI,synthetic,2022-03-09
1777,SEBI Regulation 1777,Risk Management,The regulation states that stock brokers should maintain transaction monitoring for transparency and compliance.,SEBI,synthetic,2023-02-02
1778,SEBI Regulation 1778,Compliance Reporting,"As per SEBI circular, mutual fund houses must ensure KYC documentation to avoid violations.",SEBI,synthetic,2024-04-01
1779,SEBI Regulation 1779,Corporate Governance,Non-compliance with audit records by listed companies may attract penalties and legal action.,SEBI,synthetic,2023-06-05
1780,SEBI Regulation 1780,Compliance Reporting,SEBI mandates that all listed companies must comply with financial disclosures. Failure may result in penalties up to Rs. 29 crores.,SEBI,synthetic,2020-08-30
1781,SEBI Regulation 1781,IPO Regulations,SEBI mandates that all listed companies must comply with insider trading restrictions. Failure may result in penalties up to Rs. 11 crores.,SEBI,synthetic,2020-09-14
1782,SEBI Regulation 1782,IPO Regulations,Non-compliance with audit records by stock brokers may attract penalties and legal action.,SEBI,synthetic,2021-01-13
1783,SEBI Regulation 1783,Insider Trading,The regulation states that portfolio managers should maintain financial disclosures for transparency and compliance.,SEBI,synthetic,2024-10-26
1784,SEBI Regulation 1784,Stock Brokers,SEBI mandates that all designated persons must comply with financial disclosures. Failure may result in penalties up to Rs. 10 crores.,SEBI,synthetic,2020-03-19
1785,SEBI Regulation 1785,Stock Brokers,Non-compliance with financial disclosures by stock brokers may attract penalties and legal action.,SEBI,synthetic,2022-02-28
1786,SEBI Regulation 1786,Stock Brokers,SEBI mandates that all listed companies must comply with KYC documentation. Failure may result in penalties up to Rs. 32 crores.,SEBI,synthetic,2022-11-20
1787,SEBI Regulation 1787,Compliance Reporting,Non-compliance with transaction monitoring by designated persons may attract penalties and legal action.,SEBI,synthetic,2024-08-14
1788,SEBI Regulation 1788,Compliance Reporting,SEBI mandates that all listed companies must comply with transaction monitoring. Failure may result in penalties up to Rs. 47 crores.,SEBI,synthetic,2024-01-04
1789,SEBI Regulation 1789,Mutual Funds,SEBI mandates that all portfolio managers must comply with transaction monitoring. Failure may result in penalties up to Rs. 29 crores.,SEBI,synthetic,2021-03-01
1790,SEBI Regulation 1790,KYC Norms,"As per SEBI circular, stock brokers must ensure financial disclosures to avoid violations.",SEBI,synthetic,2022-09-02
1791,SEBI Regulation 1791,Mutual Funds,"Under SEBI guidelines, stock brokers are required to disclose transaction monitoring within 3 days.",SEBI,synthetic,2024-05-15
1792,SEBI Regulation 1792,IPO Regulations,Non-compliance with insider trading restrictions by stock brokers may attract penalties and legal action.,SEBI,synthetic,2024-07-03
1793,SEBI Regulation 1793,Insider Trading,SEBI mandates that all mutual fund houses must comply with KYC documentation. Failure may result in penalties up to Rs. 49 crores.,SEBI,synthetic,2021-01-16
1794,SEBI Regulation 1794,KYC Norms,Non-compliance with risk assessment reports by stock brokers may attract penalties and legal action.,SEBI,synthetic,2020-07-30
1795,SEBI Regulation 1795,KYC Norms,"Under SEBI guidelines, designated persons are required to disclose insider trading restrictions within 6 days.",SEBI,synthetic,2021-06-23
